matter_id,matter_type,matter_subtype,jurisdiction,firm_tier,client_type,deal_value_hkd,document_volume,complexity_score,party_count,cross_border_flag,partner_rate_hkd,associate_rate_hkd,partner_hours,associate_hours,total_hours,stage_count,stage_names,stage_partner_hours,stage_associate_hours,stage_costs,total_cost_hkd,predicted_cost_hkd,billed_amount_hkd,realization_rate,cost_variance_pct,scope_creep_flag,scope_creep_pct,duration_days,outcome,billing_model,prc_cost_estimate_cny,data_source
dcbd9cb4-437d-56c7-aa5c-52111099e065,IP/Technology,Software Licensing,HK Only,Magic Circle / International,SME/Local Business,,146,3,4,FALSE,8324.84,3524.29,22.0524,62.5495,84.6019,5,"[""Scoping"", ""IP/Tech Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[4.2717, 5.8046, 5.4132, 4.375, 2.1879]","[7.1716, 12.8086, 15.5397, 16.3256, 10.704]","[60836.017192, 93463.587158, 99830.433201, 93957.323824, 55937.917596]",404025.278971,304282.9,379177.89,0.9385,0.327795,TRUE,0.327795,37,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
ee7ef09b-aa55-5306-ac9b-78e2f924121c,Regulatory/Compliance,SFC Licensing Advice,HK Only,Small/Boutique (1-5 partners),HK Listed Co.,,136,3,3,FALSE,2302.97,1134.31,16.7988,47.9259,64.7247,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[3.4438, 4.1398, 4.281, 3.1906, 1.7436]","[5.8161, 9.1895, 12.3625, 11.9768, 8.581]","[14528.228477, 19957.576951, 23881.921945, 20933.26009, 13748.972602]",93049.960065,58671.14,58671.14,0.6305,0.585958,TRUE,0.585958,44,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
587ef098-f19d-5740-93ba-c87e9ffbb2a3,Banking & Finance,Bilateral Facility Agreement,GBA Cross-Border (HK-PRC),PRC Elite Firm in HK,HK Listed Co.,257976473.11,1895,3,7,TRUE,6121.84,2881.65,101.1444,234.009,335.1534,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[21.2368, 29.1515, 26.2018, 16.0459, 8.5084]","[30.1531, 54.4022, 63.612, 50.6388, 35.2029]","[216898.972327, 335228.91839, 343710.747112, 244153.730476, 153529.500241]",1293521.868546,1354306.72,1354306.72,1.047,-0.044883,FALSE,,215,Settled/Completed,Fixed Fee,680681.32,SYNTHETIC_MVP_V1
1fb1b196-c1ad-5584-aad2-846d5d307d87,Litigation,Professional Negligence Claim,HK Only,Small/Boutique (1-5 partners),Individual,,1069,4,5,FALSE,2222.23,1314.16,71.5506,127.0569,198.6075,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[11.5642, 19.7062, 20.3415, 12.8637, 7.075]","[12.0975, 27.0956, 36.3857, 29.9107, 21.5674]","[41596.362766, 79399.662522, 93020.123057, 67893.545563, 44065.291634]",325974.985542,411910.88,310259.6,0.9518,-0.208627,FALSE,,342,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
2188d573-4a0e-5f73-9078-be7aa94195eb,Commercial Property,Landlord and Tenant Dispute,HK Only,Mid-tier (6-10 partners),Mainland Enterprise,24329157.12,45,2,4,FALSE,3487.12,1655.79,3.5499,10.6533,14.2032,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[0.7107, 0.9815, 0.8503, 0.6735, 0.3339]","[1.2779, 2.3195, 2.6143, 2.6916, 1.75]","[4594.230225, 7263.213185, 7293.829933, 6805.299684, 4061.981868]",30018.554895,47883.36,25608.56,0.8531,-0.37309,FALSE,,13,Abandoned/Withdrawn,Hourly,,SYNTHETIC_MVP_V1
9d21c741-1e6f-5005-a589-4c1fedbd8bf7,Arbitration,HKIAC Commercial Arbitration,HK Only,Large Local (11+ partners),SME/Local Business,,4789,5,9,FALSE,3996.06,2001.66,189.2517,282.7025,471.9542,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[32.253, 42.3078, 37.4781, 30.4745, 29.4126, 17.3257]","[28.4974, 46.5721, 50.9962, 51.1123, 60.9165, 44.608]","[185927.028864, 262286.016954, 251841.789978, 224087.376888, 239468.635746, 158524.586022]",1322135.434452,1307869.72,706025.33,0.534,0.010908,,,902,Ongoing,Outcome Related,,SYNTHETIC_MVP_V1
1f116424-586b-5f11-a22b-551e4b1dc18f,Wills & Probate,Probate Application,HK Only,Mid-tier (6-10 partners),Individual,,8,1,2,FALSE,3262.72,1421.8,1.2306,7.5592,8.7898,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.3157, 0.4671, 0.3051, 0.1427]","[1.1793, 2.5055, 2.3202, 1.5542]","[2706.769444, 5086.336412, 4294.316232, 2675.351704]",14762.773792,20494.88,14828.81,1.0045,-0.279685,FALSE,,10,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
f0ef42aa-86a5-54ea-868a-9ed0e8866ae3,Litigation,Injunction Application,HK Only,PRC Elite Firm in HK,HK Listed Co.,,1860,3,5,FALSE,6513.11,3542.37,26.3988,65.4144,91.8132,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[6.0637, 6.0355, 7.0435, 4.0474, 3.2087]","[8.9364, 11.691, 17.7493, 13.258, 13.7797]","[71149.580375, 80723.723075, 108749.678126, 73325.902874, 69711.411946]",403660.296396,351605.89,370053.32,0.9167,0.148048,TRUE,0.148048,163,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
301e477e-ce35-5b04-add1-65aa51eff4a1,IP/Technology,Technology Services Contract,Multi-Jurisdictional (APAC),Magic Circle / International,HK Listed Co.,,376,5,8,TRUE,9151.58,4972.24,77.8509,108.3427,186.1936,5,"[""Scoping"", ""IP/Tech Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[16.7151, 19.1862, 19.4656, 12.5769, 9.9071]","[13.7152, 20.6917, 27.3104, 22.9374, 23.688]","[221164.840906, 278468.142604, 313934.858944, 229148.764278, 208448.039338]",1251164.64607,732796.72,1177110.23,0.9408,0.707383,TRUE,0.707383,171,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
f53913d7-cac7-5225-9541-f2dae00f7bb7,M&A,Joint Venture Formation,Multi-Jurisdictional (APAC),Magic Circle / International,SOE,12918219.49,1664,4,4,TRUE,8894.63,4485.59,130.7866,195.1466,325.9332,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[31.6364, 38.4545, 29.2411, 17.2423, 14.2123]","[29.1329, 46.5432, 46.0421, 35.2913, 38.1371]","[412072.317443, 550812.261823, 466614.748632, 311666.181216, 297480.544338]",2038646.053452,1436214.62,1017476.73,0.4991,0.419458,,,206,Ongoing,Fixed Fee,,SYNTHETIC_MVP_V1
fd49fb7d-2782-574d-abd0-c227828d22a9,Wills & Probate,Complex Estate Planning,HK Only,Mid-tier (6-10 partners),Individual,,11,1,2,FALSE,4121.3,1798.79,0.7773,4.7747,5.552,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.1764, 0.2319, 0.238, 0.131]","[0.6124, 1.1558, 1.6819, 1.3246]","[1828.576316, 3034.770952, 4006.254301, 2922.567534]",11792.169103,15624.85,11738.58,0.9955,-0.245294,FALSE,,11,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
98e86e9c-5b6a-56fc-a9a2-770ef779e213,Litigation,Injunction Application,Multi-Jurisdictional (APAC),Large Local (11+ partners),SME/Local Business,,2980,4,10,TRUE,4114.3,2295.98,182.5509,397.4183,579.9692,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[40.4441, 40.554, 48.6888, 30.0743, 22.7897]","[51.8068, 68.2776, 106.6416, 85.6257, 85.0666]","[285346.537294, 323615.326248, 445167.310608, 320329.587176, 289074.874978]",1663533.636304,1959307.08,1622057.96,0.9751,-0.150958,FALSE,,554,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
4109ad39-86e1-59a5-b2fa-caacf41a8364,Arbitration,HKIAC Commercial Arbitration,GBA Cross-Border (HK-PRC),Large Local (11+ partners),Mainland Enterprise,,3801,5,10,TRUE,3646.19,1769.47,478.9765,827.9633,1306.9398,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[75.4651, 101.7739, 96.2524, 107.4643, 59.2965, 38.7243]","[77.4906, 130.1994, 152.2089, 209.4691, 142.7242, 115.8711]","[412277.384951, 601470.908759, 620283.620639, 762484.544394, 468752.495509, 346226.590734]",3211495.544986,1987177.98,2863970.16,0.8918,0.616109,TRUE,0.616109,865,Settled/Completed,Hourly,1852920.57,SYNTHETIC_MVP_V1
97476cef-4f04-5aa2-a576-8b23131edd4c,Regulatory/Compliance,Internal Investigation,HK Only,Large Local (11+ partners),HK Listed Co.,,97,1,2,FALSE,4959.31,2350.2,8.5421,26.0041,34.5462,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[1.6251, 2.3378, 2.025, 1.6971, 0.8571]","[2.9285, 5.5372, 6.2396, 6.7977, 4.5011]","[14941.935381, 24607.402358, 24706.91067, 24392.399541, 14829.109821]",103477.757771,86201.18,86201.18,0.833,0.200422,TRUE,0.200422,20,Settled/Completed,Capped Fee,,SYNTHETIC_MVP_V1
da36f97a-a487-561b-966c-2d1ba61abd9c,Employment,Restrictive Covenant Advice,GBA Cross-Border (HK-PRC),Mid-tier (6-10 partners),Mainland Enterprise,,31,2,4,TRUE,3196.98,1846.75,7.1265,25.156,32.2825,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[1.7956, 2.3531, 1.7596, 1.2182]","[3.6706, 6.9063, 7.3222, 7.2569]","[12519.177838, 20277.023163, 19147.678858, 17296.241111]",69240.12097,100364.06,68871.51,0.9947,-0.31011,FALSE,,56,Settled/Completed,Hourly,30164.58,SYNTHETIC_MVP_V1
661597d3-71e8-53d3-8b8b-c70b236d3a51,Commercial Property,Sale and Purchase - Commercial,HK Only,Large Local (11+ partners),Individual,96666647.41,39,2,4,FALSE,4171.4,2264.78,8.7633,38.481,47.2443,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[1.7504, 2.2062, 2.3252, 1.4115, 1.07]","[4.5263, 7.4984, 10.281, 8.1128, 8.0625]","[17552.692274, 26185.169032, 32983.54246, 24261.638284, 22723.18675]",123706.2288,115582.8,117169.55,0.9472,0.070282,TRUE,0.070282,23,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
f811ba8e-2715-5398-afd9-39dfee226099,Regulatory/Compliance,Data Privacy Review,GBA Cross-Border (HK-PRC),Small/Boutique (1-5 partners),HK Listed Co.,,312,4,7,TRUE,2119.11,1117.06,46.5567,115.8201,162.3768,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[9.9963, 11.8804, 11.4871, 8.5238, 4.6691]","[14.8806, 23.2448, 29.2387, 28.2027, 20.2533]","[37805.782329, 51141.710732, 57003.810703, 49566.97788, 32518.487799]",228036.769443,165567.83,165567.83,0.7261,0.377301,TRUE,0.377301,193,Settled/Completed,Fixed Fee,60440.02,SYNTHETIC_MVP_V1
5d6cf1aa-31b7-57eb-9191-97837bc8473c,IP/Technology,Data Processing Agreement,HK Only,Mid-tier (6-10 partners),SOE,,134,3,4,FALSE,2417.73,1236.8,29.661,69.7089,99.3699,5,"[""Scoping"", ""IP/Tech Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[5.3517, 8.3557, 7.1427, 5.0771, 3.7338]","[7.3564, 15.0962, 16.7881, 15.512, 14.9562]","[22037.361161, 38872.806721, 38032.642151, 31460.298583, 27525.148434]",157928.25705,210539.3,187954.88,1.1901,-0.249887,,,91,Ongoing,Fixed Fee,,SYNTHETIC_MVP_V1
3ac23924-73f2-586e-be59-dfb9e2db1aee,Regulatory/Compliance,Data Privacy Review,GBA Cross-Border (HK-PRC),Large Local (11+ partners),Mainland Enterprise,,289,2,7,TRUE,4539.69,1904.15,29.7888,91.5289,121.3177,5,"[""Scoping"", ""Document Review"", ""Regulatory Analysis"", ""Remediation Advice"", ""Submission/Follow-up""]","[5.9201, 7.8812, 6.5162, 5.7913, 3.68]","[10.6214, 18.5847, 19.9898, 23.0943, 19.2387]","[47100.157579, 71166.261333, 67645.105648, 70265.718042, 53339.429805]",309516.672407,258152.34,253579.16,0.8193,0.198969,,,75,Ongoing,Hourly,128576.72,SYNTHETIC_MVP_V1
0bc25eed-c9b8-560c-88c4-faba4a7680fb,M&A,Asset Acquisition,HK Only,Large Local (11+ partners),HK Listed Co.,67983544.92,673,2,3,FALSE,3220.34,1928.51,42.4389,138.1245,180.5634,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[10.424, 11.3194, 10.2209, 5.6384, 4.8362]","[20.7455, 29.6091, 34.7812, 24.9414, 28.0473]","[73576.728365, 93553.762037, 99990.665118, 66257.30437, 69663.706831]",403042.166721,214432.16,226994.44,0.5632,0.879579,TRUE,0.879579,77,Abandoned/Withdrawn,Hourly,,SYNTHETIC_MVP_V1
1c4b6e18-9566-574d-9e82-16bb8af4a5f0,Employment,Restrictive Covenant Advice,HK Only,Mid-tier (6-10 partners),Financial Institution,,110,4,4,FALSE,3054.28,1804.26,37.8185,99.0188,136.8373,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[9.5204, 11.8378, 10.8477, 5.6126]","[14.5135, 25.9098, 33.6633, 24.9322]","[55264.094822, 82903.971532, 93869.258814, 62126.6231]",294163.948268,237472.58,263177.11,0.8947,0.238728,TRUE,0.238728,128,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
86e11508-872b-5ee0-b9f1-cded96fa4628,Banking & Finance,Syndicated Loan,GBA Cross-Border (HK-PRC),Magic Circle / International,HK Listed Co.,346353068.01,2774,4,4,TRUE,10188.54,5725.85,245.3281,410.242,655.5701,5,"[""Term Sheet Review"", ""Due Diligence"", ""Facility Drafting"", ""Security Documentation"", ""Closing""]","[59.9794, 68.0059, 55.5537, 36.7244, 25.0647]","[61.6664, 91.898, 97.6621, 83.9226, 75.0929]","[964195.072516, 1219074.995686, 1125209.629883, 854696.237586, 685343.380003]",4848519.315674,3777005.33,3777005.33,0.779,0.283694,TRUE,0.283694,419,Settled/Completed,Fixed Fee,2549235.2,SYNTHETIC_MVP_V1
a23377e4-825d-5272-8f27-cefe6b2a4d58,Commercial Property,Tenancy Agreement - Commercial,GBA Cross-Border (HK-PRC),Mid-tier (6-10 partners),SME/Local Business,125703387.94,99,2,5,TRUE,2734.47,1176.3,17.2647,76.9348,94.1995,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[3.5952, 4.9867, 4.3662, 2.5002, 1.8164]","[9.717, 17.7147, 20.1778, 15.0195, 14.3058]","[21261.073644, 34473.783159, 35674.389054, 24504.159744, 21794.803848]",137708.209449,184806.91,184806.91,1.342,-0.254854,FALSE,,37,Settled/Completed,Fixed Fee,51945.36,SYNTHETIC_MVP_V1
dad94aad-2af2-58e0-9415-a3f31b9b400d,Employment,Discrimination Complaint,GBA Cross-Border (HK-PRC),Mid-tier (6-10 partners),Mainland Enterprise,,110,4,3,TRUE,2963.02,1506.42,33.7506,92.8182,126.5688,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[9.4287, 11.1842, 7.9256, 5.2121]","[15.4055, 26.2366, 26.3608, 24.8153]","[51144.579984, 72662.347256, 63194.147648, 52825.820768]",239826.895656,347239.26,347239.26,1.4479,-0.309332,FALSE,,66,Settled/Completed,Fixed Fee,94702.92,SYNTHETIC_MVP_V1
73b342ae-5037-5142-a43f-e8039f81f094,IP/Technology,IP Ownership Dispute,HK Only,Small/Boutique (1-5 partners),Mainland Enterprise,,122,2,4,FALSE,2667.28,1323.24,8.4276,27.4995,35.9271,5,"[""Scoping"", ""IP/Tech Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[1.6428, 2.1141, 2.2467, 1.5407, 0.8833]","[3.1678, 5.358, 7.4075, 6.6031, 4.9631]","[8573.567256, 12728.816568, 15794.478276, 12846.96434, 8923.380868]",58867.207308,62938.36,62938.36,1.0692,-0.064685,FALSE,,26,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
f388990b-386d-5adf-989f-da7ad8f63637,Employment,Redundancy Exercise,HK Only,Small/Boutique (1-5 partners),Individual,,49,3,6,FALSE,2242.36,976.63,13.1546,39.4087,52.5633,4,"[""Initial Advice"", ""Document Review"", ""Negotiation"", ""Settlement/Tribunal""]","[4.1768, 4.1389, 3.0773, 1.7616]","[7.6498, 10.8837, 11.4733, 9.4019]","[16836.913422, 19910.251735, 18105.583407, 13132.318973]",67985.067537,66790.51,66790.51,0.9824,0.017885,FALSE,,70,Settled/Completed,Fixed Fee,,SYNTHETIC_MVP_V1
35ee597f-bb2f-5b42-8ae0-4fa237a5d47c,Litigation,Professional Negligence Claim,GBA Cross-Border (HK-PRC),Mid-tier (6-10 partners),Mainland Enterprise,,1794,3,2,TRUE,3126.75,1378.86,74.4511,185.9145,260.3656,5,"[""Case Assessment"", ""Pleadings"", ""Discovery"", ""Interlocutory Applications"", ""Settlement/Trial""]","[14.324, 20.809, 19.0024, 12.7915, 7.5242]","[21.3859, 40.8346, 48.5109, 42.4486, 32.7345]","[74275.729074, 121369.737306, 126305.493774, 98526.499221, 68662.58502]",489140.044395,430205.81,452003.8,0.9241,0.136991,TRUE,0.136991,308,Settled/Completed,Hourly,144210.08,SYNTHETIC_MVP_V1
d99b0654-7948-5247-bcab-628638cf3173,Arbitration,HKIAC Commercial Arbitration,HK Only,Magic Circle / International,HK Listed Co.,,2072,5,4,FALSE,10753.0,5723.76,74.821,97.9338,172.7548,6,"[""Case Assessment"", ""Pleadings"", ""Evidence"", ""Hearing Preparation"", ""Hearing/Settlement"", ""Award/Enforcement""]","[14.2063, 14.4431, 13.9044, 15.7545, 10.6819, 5.8308]","[11.0815, 14.0361, 16.7031, 23.3279, 19.5313, 13.2539]","[216188.19034, 235645.922036, 245118.548856, 302931.439404, 226654.944388, 138560.735064]",1365099.780088,1350090.8,1036318.75,0.7592,0.011117,FALSE,,487,Abandoned/Withdrawn,Hourly,,SYNTHETIC_MVP_V1
1d7cdd44-611b-5d77-bede-4478036773ab,Wills & Probate,Letters of Administration,HK Only,Small/Boutique (1-5 partners),Individual,,20,3,2,FALSE,2468.75,1230.21,3.2529,8.2601,11.513,4,"[""Client Intake"", ""Asset Review"", ""Drafting/Application"", ""Execution/Filing""]","[0.9424, 0.9693, 0.8522, 0.489]","[1.4169, 2.0924, 2.6082, 2.1426]","[4069.634549, 4967.050779, 5312.502472, 3843.066696]",18192.254496,18534.76,17608.73,0.9679,-0.018479,FALSE,,21,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
60ee671b-ec60-5ff3-a0dc-1cb78b3989b2,M&A,Share Acquisition - Private,HK Only,Small/Boutique (1-5 partners),SME/Local Business,563510205.71,1770,3,3,FALSE,3087.55,1370.89,255.8375,582.0491,837.8866,5,"[""Scoping"", ""Due Diligence"", ""Drafting"", ""Negotiation"", ""Closing""]","[57.156, 73.0718, 64.6034, 39.7857, 21.2206]","[80.37, 135.0502, 155.3295, 124.3473, 86.9521]","[286650.4371, 410751.804768, 412405.885925, 293306.808132, 184721.427899]",1587836.363824,1391181.87,1442894.85,0.9087,0.141358,TRUE,0.141358,179,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
743f6106-c8b5-5453-b214-83ca3ddef076,Commercial Property,Lease Renewal,HK Only,Small/Boutique (1-5 partners),HK Listed Co.,14040422.37,79,4,3,FALSE,3430.82,1687.65,12.0767,29.094,41.1707,5,"[""Instructions"", ""Title Review"", ""Drafting"", ""Negotiation"", ""Completion""]","[2.7257, 2.6369, 3.4271, 2.1903, 1.0967]","[3.9424, 5.0127, 8.4755, 7.0414, 4.622]","[16004.777434, 17506.412413, 26061.440797, 19397.943756, 11562.898594]",90533.472994,75557.41,87120.77,0.9623,0.198208,TRUE,0.198208,30,Settled/Completed,Hourly,,SYNTHETIC_MVP_V1
